,car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
2017,Mahindra XUV300 1.2,724000,15777,Petrol,Kolkata,2021
2018,Skoda Kodiaq Style,2975000,25000,Diesel,Mumbai,2017
2019,Hyundai Creta SX,1023000,56907,Diesel,Kolkata,2018
2020,Toyota Innova Crysta,3100000,33500,Diesel,Hyderabad,2021
2021,Maruti Suzuki Alto,298000,24456,Petrol,Pune,2016
2022,Volkswagen Vento Highline,790000,48000,Diesel,Ahmedabad,2016
2023,Hyundai Grand i10,709000,21187,CNG,Pune,2021
2024,Hyundai Elite i20,395000,58326,Petrol,Delhi,2014
2025,Maruti Suzuki Eeco,433000,12566,Petrol,Chennai,2019
2026,Maruti Suzuki Celerio,398000,49821,Petrol,Delhi,2015
2027,Hyundai Grand i10,395000,25028,Petrol,Mumbai,2013
2028,Mahindra KUV100 NXT,451000,41604,Petrol,Ahmedabad,2018
2029,Maruti Suzuki Wagon,254999,80386,Petrol,Pune,2011
2030,Mercedes-Benz E-Class E,6000000,17500,Diesel,Ahmedabad,2020
2031,Maruti Suzuki Ciaz,869999,27095,Diesel,Kolkata,2019
2032,Honda City VX,885000,34178,Diesel,Kolkata,2018
2033,Mahindra XUV500 W10,975000,37000,Diesel,Kolkata,2016
2034,Hyundai Elantra 1.6,1300000,85930,Diesel,Hyderabad,2017
2035,Hyundai Grand i10,530000,35373,Petrol,Hyderabad,2017
2036,Hyundai Elite i20,446000,54136,Petrol,Kolkata,2015
2037,BMW 5 Series,6800000,9664,Petrol,Mumbai,2022
2038,Honda Jazz VX,532000,34640,Petrol,Kolkata,2018
2039,Renault Duster RXL,699000,50244,Petrol,Bangalore,2017
2040,Honda WR-V VX,785000,29099,Petrol,Mumbai,2018
2041,Volkswagen Polo GT,695000,27239,Petrol,Thane,2016
2042,Hyundai i10 Sportz,245000,41000,Petrol,Kolkata,2014
2043,Datsun GO+ T,498000,15755,Petrol,Kolkata,2019
2044,Audi A4 2.0,1395000,57566,Diesel,Thane,2015
2045,Maruti Suzuki Alto,239000,65315,Petrol,Hyderabad,2012
2046,Maruti Suzuki Alto,379000,74200,Petrol,Bangalore,2016
2047,Hyundai Elite i20,690000,45000,Petrol,Ahmedabad,2018
2048,Skoda Slavia Style,1657999,6098,Petrol,Chennai,2022
2049,Hyundai i10 1.1L,425000,46150,Petrol,Ahmedabad,2016
2050,BMW X1 sDrive20d,2250000,68714,Diesel,Hyderabad,2016
2051,Honda Amaze 1.2,430000,61000,Petrol,Ahmedabad,2013
2052,BMW X1 sDrive20d,4475000,7100,Diesel,Chennai,2021
2053,Mercedes-Benz S-Class S,6900000,18000,Diesel,Ahmedabad,2017
2054,Maruti Suzuki Swift,795000,21800,Petrol,Bangalore,2020
2055,Hyundai Santro Sportz,589000,47873,Petrol,Pune,2020
2056,Maruti Suzuki Wagon,475000,84827,Petrol,Chennai,2018
2057,Tata Tiago Revotron,475000,34867,Petrol,Mumbai,2017
2058,Volvo V40 D3,1675000,47000,Diesel,Mumbai,2018
2059,Renault Kwid 1.0,455999,53447,Petrol,Chennai,2019
2060,Bentley Continental GT,7000000,19506,Petrol,Hyderabad,2008
2061,Hyundai Grand i10,394000,67844,Petrol,Pune,2014
2062,Renault Kwid 1.0,335000,32000,Petrol,Thane,2017
2063,Honda Amaze 1.2,649000,15075,Petrol,Bangalore,2016
2064,Hyundai Elite i20,650000,100000,Petrol,Hyderabad,2016
2065,Honda Brio VX,434999,46314,Petrol,Mumbai,2014
2066,Maruti Suzuki Baleno,730000,58238,Diesel,Hyderabad,2017
2067,Ford Figo Trend,430000,44000,Petrol,Ahmedabad,2017
2068,Skoda Rapid Style,666000,45834,Petrol,Pune,2016
2069,MG Gloster Savvy,3900000,22000,Diesel,Hyderabad,2020
2070,Ford Aspire Trend,677000,47781,CNG,Pune,2019
2071,Honda WR-V VX,735000,51425,Petrol,Ahmedabad,2018
2072,Jaguar XE Prestige,3775000,9090,Diesel,Bangalore,2018
2073,Tata Nexon EV,1875000,7000,Electric,Ahmedabad,2022
2074,Honda Amaze 1.2,438999,44114,Petrol,Pune,2013
2075,Honda Jazz SV,495000,52000,Petrol,Noida,2015
2076,Tata Safari XZA,2615000,6625,Diesel,Pune,2022
2077,Renault Duster 110,894999,62732,Diesel,Thane,2018
2078,Toyota Innova Crysta,2400000,121842,Diesel,Hyderabad,2018
2079,Skoda Rapid Ambition,899000,57702,Petrol,Bangalore,2018
2080,Hyundai Verna Fluidic,649000,40493,Petrol,Bangalore,2015
2081,Maruti Suzuki Swift,750000,65000,Diesel,Hyderabad,2018
2082,Ford EcoSport Ambiente,625000,30723,Petrol,Noida,2017
2083,Hyundai i20 Sportz,889000,15608,Petrol,Bangalore,2020
2084,Renault Triber RXZ,765000,19000,Petrol,Mumbai,2021
2085,Hyundai Grand i10,349000,52242,Diesel,Kolkata,2015
2086,Tata Harrier XZ,1550000,45163,Diesel,Ahmedabad,2019
2087,Tata Altroz XT,706000,33530,Petrol,Chennai,2020
2088,Renault Duster RXL,789000,60444,Petrol,Bangalore,2017
2089,Hyundai Elite i20,538000,27189,Petrol,Kolkata,2018
2090,Maruti Suzuki Ertiga,715000,112000,CNG,Thane,2014
2091,Toyota Corolla Altis,1295000,65100,Petrol,Thane,2018
2092,Maruti Suzuki Dzire,647000,21477,Petrol,Delhi,2019
2093,Honda City V,878999,14437,Petrol,Delhi,2018
2094,Maruti Suzuki Alto,180000,67181,Petrol,Hyderabad,2008
2095,Honda City V,935000,31482,Petrol,Thane,2018
2096,Maruti Suzuki Dzire,550000,27563,Petrol,Kolkata,2018
2097,Land Rover Discovery,6400000,8500,Petrol,Ahmedabad,2021
2098,Honda Jazz V,425000,37210,Petrol,Kolkata,2016
2099,Hyundai Grand i10,450000,66250,Petrol,Ahmedabad,2014
2100,Ford Figo Titanium1.5,360000,42158,Diesel,Kolkata,2015
2101,MINI Cooper Countryman,2200000,68862,Diesel,Hyderabad,2013
2102,Hyundai Verna 1.6,838000,37622,Petrol,Chennai,2018
2103,Maruti Suzuki Ciaz,675000,64726,Petrol,Mumbai,2017
2104,Hyundai Verna 1.6,876000,29150,Petrol,Pune,2017
